data_provider_1,data_provider_2,system_ID_1,system_ID_2,installation_date,PV_system_size_DC,total_installed_price,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,TTS_link_ID,new_construction,tracking,ground_mounted,zip_code,city,state,utility_service_territory,third_party_owned,installer_name,self_installed,azimuth_1,azimuth_2,azimuth_3,tilt_1,tilt_2,tilt_3,module_manufacturer_1,module_model_1,module_quantity_1,module_manufacturer_2,module_model_2,module_quantity_2,module_manufacturer_3,module_model_3,module_quantity_3,additional_modules,technology_module_1,technology_module_2,technology_module_3,BIPV_module_1,BIPV_module_2,BIPV_module_3,bifacial_module_1,bifacial_module_2,bifacial_module_3,nameplate_capacity_module_1,nameplate_capacity_module_2,nameplate_capacity_module_3,efficiency_module_1,efficiency_module_2,efficiency_module_3,inverter_manufacturer_1,inverter_model_1,inverter_quantity_1,inverter_manufacturer_2,inverter_model_2,inverter_quantity_2,inverter_manufacturer_3,inverter_model_3,inverter_quantity_3,additional_inverters,micro_inverter_1,micro_inverter_2,micro_inverter_3,built_in_meter_inverter_1,built_in_meter_inverter_2,built_in_meter_inverter_3,output_capacity_inverter_1,output_capacity_inverter_2,output_capacity_inverter_3,DC_optimizer,inverter_loading_ratio,battery_manufacturer,battery_model,battery_rated_capacity_kW,battery_rated_capacity_kWh,battery_price,technology_type,extensions_multiphase_id
Connecticut Green Bank,-1,RPV-31586,-1,29-May-2018,3.54,10326.1,0.0,RES,0,0,-1,-1,0,0,06489,Southington,CT,Eversource,1,Trinity Solar,0,93.0,-1.0,-1.0,27.0,-1,-1,Hanwha Q CELLS,Q.PEAK BLK-G4.1 295,12,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,295.0,-1.0,-1.0,0.176646706586826,-1.0,-1.0,Enphase Energy Inc.,IQ6-60-2-US [240V],12.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.23,-1.0,-1.0,0,1.28260869565217,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Xcel Energy,-1,SRO12399,-1,04-Sep-2008,4.2,31693.0,-1.0,RES,0,0,-1,-1,-1,-1,-1,-1,CO,Xcel Energy,-1,redacted,-1,180.0,-1.0,-1.0,40.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0.875,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Versant,-1,2021.4-1141,-1,02-Jun-2021,7.6,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,Greenfield Township,ME,Versant Power,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113425779,-1,24-Dec-2014,4.32,-1.0,0.0,RES,0,0,-1,-1,0,-1,93908,SALINAS,CA,Pacific Gas and Electric,0,Martin Electric & Solar Inc,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SolarWorld,SW270 MONO BLACK,16,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,270.0,-1.0,-1.0,0.160714285714286,-1.0,-1.0,Enphase Energy,M250-60-2LL-S2x (-ZC) (-NA) [240V],16.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.125,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Texas Public Utilities Commission,-1,Oncor_DRG-84080,-1,23-Sep-2022,8.98174734,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,TX,Oncor,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.178707,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
CPS Energy,-1,-1,-1,16-Nov-2021,4.81,19240.0,2500.0,RES,0,0,-1,-1,-1,-1,78253,San Antonio,TX,CPS Energy,-1,Ion Solar,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Silfab Solar Inc.,SIL-370NX,13,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,370.0,-1.0,-1.0,0.207865168539326,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],13.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.27586206896552,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
CPS Energy,-1,-1,-1,19-Oct-2021,4.44,17760.0,2500.0,RES,0,0,-1,-1,-1,-1,78222,San Antonio,TX,CPS Energy,-1,Ion Solar,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Silfab Solar Inc.,SIL-370NX,12,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,370.0,-1.0,-1.0,0.207865168539326,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],12.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.27586206896552,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Public Utilities Commission,SCE-INT-500453139,SCE-CSI-59984,27-Nov-2013,12.5,37375.0,1921.0,RES,0,0,-1,0,0,0,93274,Tulare,CA,Southern California Edison,0,PetersenDean,0,78.0,78.0,258.0,28.0,28,28,"CSI Solar Co., Ltd.",CS6P-250P,50,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,250.0,-1.0,-1.0,0.161416852565075,-1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-204903,-1,02-Jun-2021,3.06,11.63,0.0,RES,0,0,-1,-1,0,0,90602,WHITTIER,CA,Southern California Edison,1,Sunstreet Energy Group LLC,0,238.0,-1.0,-1.0,23.0,-1,-1,LG Electronics Inc.,LG340N1K-V5,9,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,340.0,-1.0,-1.0,0.206222584526998,-1.0,-1.0,SolarEdge Technologies Ltd.,SE3800H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.747,-1.0,-1.0,1,0.816653322658127,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New York State Energy Research and Development Authority,-1,186997,-1,10-Sep-2019,6.21,21434.85,2796.0,NON-RES,0,0,-1,-1,-1,-1,14221,Buffalo,NY,National Grid,0,"Solar Liberty Energy Systems, Inc.",0,-1.0,-1.0,-1.0,-1.0,-1,-1,SunPower,SPR-E20-327-COM,19,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,327.0,-1.0,-1.0,0.200525659312424,-1.0,-1.0,SunPower,SPR-E20-327-D-AC [240V],19.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0.32,-1.0,-1.0,0,1.02138157894737,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Energy Commission,SDGE-INT-42568,NS0013RU,26-Jun-2013,1.84,7176.0,2830.0,RES,0,0,-1,1,-1,-1,91906,San Marcos,CA,San Diego Gas and Electric,0,Sunpower Corp,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SunPower,SPR-230NE-BLK-D,8,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,230.0,-1.0,-1.0,0.184875273494834,-1.0,-1.0,ABB,PVI-3.0-OUTD-S-US-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.0,-1.0,-1.0,0,0.613333333333333,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-182540,-1,20-Nov-2018,7.68,39322.0,0.0,RES,0,0,-1,-1,0,0,92037,LA JOLLA,CA,San Diego Gas and Electric,0,Tesla Energy,0,197.0,-1.0,-1.0,23.0,-1,-1,SolarCity Corp,SC320B1,24,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,320.0,-1.0,-1.0,0.2,-1.0,-1.0,SolarEdge Technologies Ltd.,SE10000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,9.994,-1.0,-1.0,1,0.768461076645988,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Public Utilities Commission,PGE-INT-113331351,PGE-CSI-48771,18-May-2012,8.46,26279.0,1828.0,RES,0,0,-1,0,0,-1,93405,San Luis Obispo,CA,Pacific Gas and Electric,0,"Cienaga Solar, Inc",0,182.0,272.0,-1.0,15.0,15,-1,"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610P-235,36,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,235.0,-1.0,-1.0,0.143110478853752,-1.0,-1.0,-1,-1,2.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-SCE-57558,-1,19-Apr-2016,7.848,25898.0,0.0,RES,0,0,-1,-1,0,0,90660,PICO RIVERA,CA,Southern California Edison,1,True Power Solar,0,110.0,-1.0,-1.0,23.0,-1,-1,SunPower,SPR-327NE-WHT-D,24,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,327.0,-1.0,-1.0,0.200525659312424,-1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-151294,-1,19-Sep-2020,4.2,17850.0,0.0,RES,0,0,-1,-1,0,0,92883,CORONA,CA,Southern California Edison,0,Sunpower Corp,0,245.0,-1.0,-1.0,18.0,-1,-1,SunPower,SPR-X21-350-BLK-E-AC,12,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,350.0,-1.0,-1.0,0.214723926380368,-1.0,-1.0,SunPower,SPR-X21-350-BLK-E-AC [240V],12.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.315,-1.0,-1.0,0,1.11111111111111,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-223129,-1,15-Nov-2021,7.125,25400.0,0.0,RES,0,0,-1,-1,0,0,92591,TEMECULA,CA,Southern California Edison,0,Baker Electric Solar,0,212.0,-1.0,-1.0,27.0,-1,-1,LG Electronics Inc.,LG375M1C-A6,19,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,375.0,-1.0,-1.0,0.206830366007016,-1.0,-1.0,LG Electronics Inc.,LM320UE-A2 [240V],19.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.321,-1.0,-1.0,0,1.16822429906542,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
MA DOER,-1,SMANG_02549,-1,14-Mar-2019,9.75,33660.0,0.0,-1,0,0,-1,-1,0,-1,02726,Somerset,MA,National Grid Massachusetts Electric,0,Newport Electric Construction Corp,0,113.0,-1.0,-1.0,26.0,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],30.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.12068965517241,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-66058,-1,31-Oct-2014,7.14,-1.0,0.0,RES,0,0,-1,-1,-1,-1,92075,SOLANA BEACH,CA,San Diego Gas and Electric,-1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Kyocera Solar,KD255GX-LFB3,28,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,255.0,-1.0,-1.0,0.1607561971514,-1.0,-1.0,SolarEdge Technologies Ltd.,SE6000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.046,-1.0,-1.0,1,1.18094608005293,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Green Mountain Power,-1,n/a _5396430833,-1,23-Apr-2019,5.50666666666667,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,05465,JERICHO,VT,Green Mountain Power,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Tesla Inc.,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,1.10133333333333,Tesla Inc.,Powerwall 2.0,5.0,-1.0,-1.0,storage-only,-1
California Public Utilities Commission,-1,PGE-INT-113447739,-1,06-May-2015,2.08,-1.0,0.0,RES,0,0,-1,-1,0,-1,95407,SANTA ROSA,CA,Pacific Gas and Electric,1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,REC Solar,REC260PE,8,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,260.0,-1.0,-1.0,0.163846924120599,-1.0,-1.0,ABB,PVI-3.0-OUTD-S-US-Z-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.0,-1.0,-1.0,0,0.693333333333333,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Tucson Electric Power,-1,TEPDG-10820,-1,02-Jul-2018,4.355,15295.0,0.0,RES,0,0,tts_extension_id_110027,-1,-1,-1,85749,-1,AZ,Tucson Electric Power,-1,Technicians For Sustainability,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,000000020079FE4A
New York State Energy Research and Development Authority,-1,111359,-1,25-Apr-2018,5.31,21664.8,1859.0,RES,0,0,-1,-1,-1,-1,10924,Goshen,NY,Orange and Rockland Utilities,0,Sunnova Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Hanwha Q CELLS,Q.PEAK BLK-G4.1 295,18,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,295.0,-1.0,-1.0,0.176646706586826,-1.0,-1.0,Enphase Energy Inc.,IQ6-60-2-US [240V],18.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0.23,-1.0,-1.0,0,1.28260869565217,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Illinois Power Agency,-1,44416,NON328774,16-Jun-2022,7.75,-1.0,0.0,RES,0,0,-1,-1,0,0,60068,Park Ridge,IL,ComEd,1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.29166666666667,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Green Mountain Power,VT Public Utilities Commission,19720_7167600503,16-0720-NMR,25-Aug-2016,8.284,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,05673,WAITSFIELD,VT,Green Mountain Power,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,1.09,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-169030,-1,27-Jun-2018,3.08,14106.0,0.0,RES,0,0,-1,-1,0,0,92139,SAN DIEGO,CA,San Diego Gas and Electric,1,Sunrun Inc.,0,162.0,-1.0,-1.0,16.0,-1,-1,"Jinko Solar Co., Ltd",JKM280M-60B,11,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,280.0,-1.0,-1.0,0.181846993939299,-1.0,-1.0,SolarEdge Technologies Ltd.,SE3800H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.747,-1.0,-1.0,1,0.821990926074193,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-118948727,-1,20-Aug-2020,16.4390352093152,19000.0,0.0,COM,0,0,-1,-1,0,0,95691,WEST SACRAMENTO,CA,Pacific Gas and Electric,0,Self,1,180.0,-1.0,-1.0,18.0,-1,-1,Vietnam Sunergy Joint Stock Company,VSUN390-72MH,42,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,390.0,-1.0,-1.0,0.198161065313887,-1.0,-1.0,SMA America,SB7.0-1TP-US-41 [240V],2.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.009,-1.0,-1.0,0,1.17270903191006,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Texas Public Utilities Commission,-1,Oncor_DRG-69724,-1,09-Feb-2022,9.57110084,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,TX,Oncor,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.178707,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-122982984,-1,13-Oct-2022,6.30385556915545,24500.07,0.0,RES,0,0,-1,-1,0,0,93955,SEASIDE,CA,Pacific Gas and Electric,0,Sunrun Inc.,0,271.0,-1.0,-1.0,18.0,-1,-1,"LONGi Green Energy Technology Co., Ltd.",LR4-60HPB-350M,18,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,350.0,-1.0,-1.0,0.19774011299435,-1.0,-1.0,SolarEdge Technologies Ltd.,SE6000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.046,-1.0,-1.0,1,1.04264895288711,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Xcel Energy,-1,OID4613302,-1,11-Mar-2022,11.05,33887.17,-1.0,RES,0,0,-1,-1,-1,-1,-1,-1,CO,Xcel Energy,1,redacted,-1,103.0,-1.0,-1.0,33.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.35416666666667,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Tucson Electric Power,-1,TEPDG-04942,-1,06-Jan-2017,7.42,32648.0,0.0,RES,0,0,-1,-1,-1,-1,85747,-1,AZ,Tucson Electric Power,-1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Texas Public Utilities Commission,-1,Centerpoint_DG-47348,-1,01-Jul-2022,6.814105167,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,TX,Centerpoint,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.178707,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-118439,-1,13-Nov-2019,5.04,15800.0,0.0,RES,0,0,-1,-1,0,0,92708,FOUNTAIN VALLEY,CA,Southern California Edison,0,Vasco Solar,0,180.0,-1.0,-1.0,15.0,-1,-1,Solaria Corporation,SOLARIA POWERXT-360R-PD-L,14,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,360.0,-1.0,-1.0,0.198895027624309,-1.0,-1.0,SolarEdge Technologies Ltd.,SE5000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,5.052,-1.0,-1.0,1,0.997624703087886,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-114201964,-1,14-Feb-2018,0.539325842696629,20790.0,0.0,RES,1,1,tts_extension_id_39386,-1,0,0,94801,RICHMOND,CA,Pacific Gas and Electric,0,Golden Gate Electric,0,180.0,-1.0,-1.0,20.0,-1,-1,WAAREE ENERGIES LIMITED,WS-270,2,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,270.0,-1.0,-1.0,0.166666666666667,-1.0,-1.0,Enphase Energy,M250-60-2LL-S2x (-ZC) (-NA) [240V],2.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.12359550561798,-1,-1,-1.0,-1.0,-1.0,pv-only,00000000DCF6EB5D
California Public Utilities Commission,-1,PGE-INT-118168262,-1,05-Dec-2019,7.83,26050.41,0.0,RES,0,0,-1,-1,0,0,95377,TRACY,CA,Pacific Gas and Electric,1,Freedom Forever,0,180.0,-1.0,-1.0,15.0,-1,-1,REC Solar,REC290TP2,27,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,290.0,-1.0,-1.0,0.179012345679012,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.616,-1.0,-1.0,1,1.0280987394958,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New Jersey Board of Public Utilities,-1,NJSTRE1547531984,-1,23-Mar-2022,4.48,-1.0,0.0,RES,0,0,-1,-1,-1,-1,08618,Trenton,NJ,PSEG,1,Kaitanna Solar,0,-1.0,-1.0,-1.0,-1.0,-1,-1,redacted,redacted,-1,redacted,redacted,-1,redacted,redacted,-1,-1,redacted,redacted,redacted,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,redacted,redacted,-1.0,redacted,redacted,-1,redacted,redacted,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,redacted,redacted,-1.0,-1.0,-1.0,redacted,-1
Xcel Energy,-1,03131808,-1,10-Jul-2018,5.12,10171.0,-1.0,-1,0,0,-1,-1,-1,-1,80134,-1,CO,Xcel Energy,1,redacted,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.14285714285714,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Xcel Energy,-1,OID4413355,-1,08-Sep-2021,4.08,7845.0,-1.0,RES,0,0,-1,-1,-1,-1,-1,-1,CO,Xcel Energy,1,redacted,-1,180.0,-1.0,-1.0,34.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.17241379310345,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-255205,-1,14-Feb-2022,6.745,39750.31,0.0,RES,0,0,-1,-1,0,0,92223,BEAUMONT,CA,Southern California Edison,0,Sunrun Inc.,0,180.0,-1.0,-1.0,26.0,-1,-1,"LONGi Green Energy Technology Co., Ltd.",LR4-60HPH-355M,19,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,355.0,-1.0,-1.0,0.200564971751412,-1.0,-1.0,SolarEdge Technologies Ltd.,SE6000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.046,-1.0,-1.0,1,1.11561362884552,Tesla Inc.,Powerwall 2.0,5.0,13.5,-1.0,pv+storage,-1
California Public Utilities Commission,-1,PGE-INT-121742740,-1,29-Jul-2021,6.27,21984.0,0.0,RES,0,0,-1,-1,0,0,95377,TRACY,CA,Pacific Gas and Electric,0,Semper Solaris,0,180.0,-1.0,-1.0,18.0,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SolarEdge Technologies Ltd.,SE6000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.046,-1.0,-1.0,1,1.03704928878597,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
