parcel,sprice,abstrprd,livearea,finbsmnt,basement,yrbuilt,totunits,stories,nocars,numbdrm,numbaths,deduct,netprice,tasp,smonth,syear,condition_AVG,condition_Excel,condition_Fair,condition_Good,condition_VGood,quality_A,quality_B,quality_C,quality_D,quality_X,gartype_Att,gartype_Att/Det,gartype_CP,gartype_Det,gartype_None,gartype_att/CP,gartype_det/CP,arcstyle_BI-LEVEL,arcstyle_CONVERSIONS,arcstyle_END UNIT,arcstyle_MIDDLE UNIT,arcstyle_ONE AND HALF-STORY,arcstyle_ONE-STORY,arcstyle_SPLIT LEVEL,arcstyle_THREE-STORY,arcstyle_TRI-LEVEL,arcstyle_TRI-LEVEL WITH BASEMENT,arcstyle_TWO AND HALF-STORY,arcstyle_TWO-STORY,qualified_Q,qualified_U,status_I,status_V,before1980
00141-53-006-000,161000,1112,1463,0,0,2010,1,1,2,2,2,0,161000,161000,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
00141-53-007-000,165100,1112,1743,0,0,2010,1,2,2,4,3,0,165100,165100,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-008-000,188400,1112,1432,0,667,2010,1,2,2,2,3,0,188400,188400,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-009-000,650000,1112,1749,0,731,2010,1,2,2,3,3,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-009-000,185000,1112,1749,0,731,2010,1,2,2,3,3,0,185000,185000,7,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-010-000,650000,1112,1731,0,0,2010,1,2,2,4,3,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-010-000,165500,1112,1731,0,0,2010,1,2,2,4,3,0,165500,165500,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-011-000,650000,1112,1420,0,0,2010,1,2,2,3,3,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-011-000,159800,1112,1420,0,0,2010,1,2,2,3,3,0,159800,159800,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-012-000,650000,1112,1237,0,655,2010,1,2,2,2,3,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-012-000,160000,1112,1237,0,655,2010,1,2,2,2,3,0,160000,160000,3,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-013-000,650000,1112,1731,0,0,2010,1,2,2,3,3,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-013-000,176000,1112,1731,0,0,2010,1,2,2,3,3,0,176000,176000,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-014-000,17113000,1112,1731,537,731,2011,1,2,2,3,4,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-014-000,213500,1112,1731,537,731,2011,1,2,2,3,4,0,213500,213500,9,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-015-000,264000,1112,947,639,947,2010,1,1,1,2,3,0,264000,264000,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
00141-53-015-000,160000,1112,947,639,947,2010,1,1,1,2,3,0,160000,160000,4,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
00141-53-016-000,650000,1112,1743,0,731,2010,1,2,2,3,3,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-016-000,186300,1112,1743,0,731,2010,1,2,2,3,3,0,186300,186300,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-017-000,264000,1112,1420,0,0,2010,1,2,2,3,3,0,264000,264000,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-017-000,155600,1112,1420,0,0,2010,1,2,2,3,3,0,155600,155600,5,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-018-000,264000,1112,1743,0,0,2010,1,2,2,3,3,0,264000,264000,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-018-000,204000,1112,1743,0,0,2010,1,2,2,3,3,0,204000,204000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-019-000,48000,1112,1420,0,0,2010,1,2,2,3,3,0,48000,48000,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-019-000,177100,1112,1420,0,0,2010,1,2,2,3,3,0,177100,177100,2,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-020-000,48000,1112,1739,0,731,2011,1,2,2,3,3,0,48000,48000,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-020-000,190900,1112,1739,0,731,2011,1,2,2,3,3,0,190900,190900,6,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-021-000,17113000,1112,1432,0,0,2011,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-021-000,164200,1112,1432,0,0,2011,1,2,2,2,3,0,164200,164200,10,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-022-000,17113000,1112,1731,0,731,2011,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-022-000,185200,1112,1731,0,731,2011,1,2,2,3,3,0,185200,185200,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-023-000,264000,1112,1731,372,731,2010,1,2,2,3,4,0,264000,264000,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-023-000,196200,1112,1731,372,731,2010,1,2,2,3,4,0,196200,196200,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-024-000,195200,1112,1491,0,0,2011,1,2,2,3,3,0,195200,195200,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-025-000,17113000,1112,1731,0,731,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-026-000,17113000,1112,1432,0,0,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-027-000,17113000,1112,1743,0,0,2010,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-027-000,185000,1112,1743,0,0,2010,1,2,2,3,3,0,185000,185000,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-028-000,17113000,1112,1420,0,0,2011,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-028-000,166000,1112,1420,0,0,2011,1,2,2,2,3,0,166000,166000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-53-029-000,17113000,1112,1743,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-030-000,17113000,1112,1743,0,731,2011,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-53-030-000,220000,1112,1743,0,731,2011,1,2,2,3,3,0,220000,220000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-54-001-000,17113000,1112,1743,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-001-000,202600,1112,1743,0,0,2012,1,2,2,3,3,4000,198600,198600,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-54-002-000,17113000,1112,1731,537,731,2012,1,2,2,4,4,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-003-000,17113000,1112,1731,0,731,2011,1,2,2,4,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-003-000,192900,1112,1731,0,731,2011,1,2,2,4,3,0,192900,192900,11,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-54-004-000,17113000,1112,1731,537,731,2012,1,2,2,3,4,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-005-000,17113000,1112,1420,0,655,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-005-000,182900,1112,1420,0,655,2012,1,2,2,2,3,0,182900,182900,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-54-006-000,17113000,1112,1743,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-006-000,180400,1112,1743,0,0,2012,1,2,2,3,3,0,180400,180400,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-54-007-000,17113000,1112,1731,658,731,2012,1,2,2,3,4,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-007-000,221100,1112,1731,658,731,2012,1,2,2,3,4,4000,217100,217100,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-54-008-000,17113000,1112,1731,0,731,2012,1,2,2,4,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-008-000,192700,1112,1731,0,731,2012,1,2,2,4,3,0,192700,192700,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-54-009-000,17113000,1112,1371,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-010-000,17113000,1112,1432,0,667,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-011-000,17113000,1112,1731,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-012-000,17113000,1112,1504,0,731,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-013-000,17113000,1112,1420,0,655,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-014-000,17113000,1112,1731,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-015-000,17113000,1112,1420,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-016-000,17113000,1112,1743,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-017-000,17113000,1112,1420,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-018-000,17113000,1112,1432,0,0,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-54-018-000,187700,1112,1432,0,0,2012,1,2,2,2,3,4000,183700,183700,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-55-001-000,17113000,1112,1743,537,731,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-55-002-000,17113000,1112,1743,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-55-003-000,17113000,1112,1456,0,0,2012,1,1,2,2,2,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
00141-55-004-000,17113000,1112,1432,0,0,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-55-005-000,17113000,1112,1743,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-55-006-000,17113000,1112,1420,0,0,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-55-007-000,17113000,1112,1731,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-55-008-000,17113000,1112,1743,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-55-009-000,17113000,1112,1432,0,655,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-55-010-000,17113000,1112,1731,0,0,2012,1,2,2,4,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-55-011-000,17113000,1112,1420,0,655,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-56-001-000,17113000,1112,1731,0,731,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-56-002-000,17113000,1112,1432,0,655,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-56-003-000,17113000,1112,1731,0,731,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-56-004-000,17113000,1112,1432,0,655,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-56-005-000,17113000,1112,1743,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-56-006-000,17113000,1112,1420,0,655,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-001-000,17113000,1112,1743,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-001-000,178400,1112,1743,0,0,2012,1,2,2,3,3,0,178400,178400,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-57-002-000,17113000,1112,1743,0,731,2011,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-002-000,184800,1112,1743,0,731,2011,1,2,2,3,3,0,184800,184800,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-57-003-000,17113000,1112,1420,0,655,2012,1,2,2,2,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-004-000,17113000,1112,1731,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-005-000,17113000,1112,1504,0,0,2011,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-005-000,165600,1112,1504,0,0,2011,1,2,2,3,3,0,165600,165600,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-57-006-000,17113000,1112,1743,0,0,2012,1,2,2,4,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-007-000,17113000,1112,1731,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-008-000,17113000,1112,1731,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-009-000,17113000,1112,1743,0,0,2012,1,2,2,4,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-009-000,197300,1112,1743,0,0,2012,1,2,2,4,3,0,197300,197300,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-57-010-000,17113000,1112,1731,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-010-000,174700,1112,1731,0,0,2012,1,2,2,3,3,0,174700,174700,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-57-011-000,17113000,1112,1731,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-011-000,164100,1112,1731,0,0,2012,1,2,2,3,3,0,164100,164100,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-57-012-000,17113000,1112,1731,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-57-013-000,17113000,1112,1743,0,731,2012,1,2,2,4,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-58-001-000,17113000,1112,1743,0,0,2011,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-58-001-000,190000,1112,1743,0,0,2011,1,2,2,3,3,0,190000,190000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-58-002-000,17113000,1112,1743,401,731,2012,1,2,2,3,4,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-58-002-000,206800,1112,1743,401,731,2012,1,2,2,3,4,0,206800,206800,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-58-003-000,17113000,1112,1731,0,0,2012,1,2,2,4,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-58-004-000,17113000,1112,1731,0,0,2012,1,2,2,4,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-58-005-000,17113000,1112,1731,0,731,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-58-006-000,17113000,1112,1432,422,655,2012,1,2,2,2,4,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-58-007-000,17113000,1112,1731,0,731,2012,1,2,2,4,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
00141-58-007-000,200300,1112,1731,0,731,2012,1,2,2,4,3,0,200300,200300,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
00141-58-008-000,17113000,1112,1743,0,0,2012,1,2,2,3,3,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
